year,president,party,sentence
1973,Nixon,Republican,"In the area of natural resources, my recommendations will include programs to preserve and enhance the environment, to advance science and technology, and to assure balanced use of our irreplaceable natural resources."
1973,Nixon,Republican,"In developing human resources, I will have recommendations to advance the Nation¡¦s health and education, to improve conditions of people in need, to carry forward our increasingly successful attacks on crime, drug abuse and injustice, and to deal with such important areas of special concern as consumer affairs."
1973,Nixon,Republican,We will continue and improve our Nation¡¦s efforts to assist those who have served in the Armed Services in Vietnam through better job and training opportunities.
1973,Nixon,Republican,"We must do a better job in community development¡Xin creating more livable communities, in which all of our children can grow up with fuller access to opportunity and greater immunity to the social evils and blights which now plague so many of our towns and cities."
1973,Nixon,Republican,I shall have proposals to help us achieve this.
1973,Nixon,Republican,"I shall also deal with our defense and foreign policies, and with our new approaches to the role and structure of Government itself."
1973,Nixon,Republican,"Considered as a whole, this series of messages will be a blueprint for modernizing the concept and the functions of American Government to meet the needs of our people."
1973,Nixon,Republican,"Converting it into reality will require a spirit of cooperation and shared commitment on the part of all branches of the Government, for the goals we seek are not those of any single party or faction, they are goals for the betterment of all Americans."
1973,Nixon,Republican,"As President, I recognize that I cannot do this job alone."
1973,Nixon,Republican,"The Congress must help, and I pledge to do my part to achieve a constructive working relationship with the Congress."
1973,Nixon,Republican,My sincere hope is that the executive and legislative branches can work together in this great undertaking in a positive spirit of mutual respect and cooperation.
1973,Nixon,Republican,"Working together¡Xthe Congress, the President and the people¡XI am confident that we can translate these proposals into an action program that can reform and revitalize American Government and, even more important, build a better life for all Americans."
1973,Nixon,Republican,"RICHARD NIXON The White House, February 2, 1973."
1973,Nixon,Republican,NOTE: The message was the first in a series of six messages to the Congress on the state of the Union.
1973,Nixon,Republican,"The other messages are printed as Items 44, 53, 61, 73, and 79."
1974,Nixon,Republican,Address on the State of the Union Delivered Before a Joint Session of the Congress.
1974,Nixon,Republican,"January 30, 1974 Mr."
1974,Nixon,Republican,"Speaker, Mr."
